0,39.25,0.43,22.75,0.43,33.75,1.3
250,39.25,0.43,23.0,0.0,33.0,0.0
500,39.25,0.43,23.25,0.43,33.0,0.0
750,39.5,0.5,23.0,0.71,33.0,0.0
1000,39.5,0.5,24.0,0.0,33.0,0.0
1250,39.25,0.43,24.0,0.0,33.0,0.0
1500,39.25,0.43,24.0,0.0,33.0,0.0
1750,39.0,0.0,23.75,0.43,33.0,0.0
2000,39.5,0.5,24.0,0.0,33.0,0.0
2250,39.5,0.5,23.0,0.0,33.0,0.0
2500,39.5,0.5,23.25,0.43,33.0,0.0
2750,39.5,0.5,23.5,0.5,32.75,0.43
3000,39.5,0.5,23.75,0.43,32.5,0.5
3250,39.67,0.47,23.75,0.43,33.0,0.0
3500,39.5,0.5,24.0,0.0,33.0,0.0
3750,39.5,0.5,23.25,0.43,33.0,0.0
4000,39.5,0.5,22.5,0.5,33.0,0.0
4250,39.5,0.5,22.0,0.71,33.0,0.0
4500,40.25,0.83,21.0,0.0,33.0,0.0
4750,40.5,0.5,18.67,1.7,33.0,0.0
5000,40.67,0.47,15.5,0.87,33.0,0.0
5250,40.5,0.5,15.0,0.0,33.0,0.0
5500,40.5,0.5,15.0,0.0,33.0,0.0
5750,40.33,0.47,16.0,0.0,33.0,0.0
6000,40.5,0.5,16.0,0.71,33.0,0.0
6250,40.5,0.5,16.5,0.87,33.0,0.0
6500,40.5,0.5,17.5,0.87,33.0,0.0
6750,40.5,0.5,19.75,1.09,33.75,1.3
7000,40.75,0.83,21.0,0.0,33.0,0.0
7250,40.75,0.83,21.0,0.0,33.0,0.0
7500,41.0,1.0,20.75,0.43,33.75,1.3
7750,41.0,1.0,19.67,0.47,34.0,1.41
8000,40.75,0.83,19.25,0.43,33.75,1.3
8250,40.67,0.47,19.75,0.43,34.0,1.41
8500,41.0,0.82,19.0,0.71,35.0,1.41
8750,41.0,0.89,17.75,1.09,34.2,1.47
9000,41.5,0.5,18.0,0.0,33.0,0.0
9250,41.67,0.47,19.5,0.5,33.75,1.3
9500,41.25,0.83,20.25,0.43,34.25,1.3
9750,41.0,0.82,20.33,0.47,33.75,1.3
10000,41.5,0.5,21.0,0.0,33.75,1.3
10250,41.5,0.5,19.25,1.3,33.0,0.0
10500,41.5,0.5,17.75,0.83,34.5,1.5
10750,41.5,0.5,19.0,0.71,35.25,1.3
11000,41.5,0.5,15.5,2.18,33.0,0.0
11250,41.75,0.43,15.0,0.0,33.5,0.87
11500,41.75,0.43,14.75,0.43,33.0,0.0
11750,41.75,0.43,11.75,0.43,33.75,1.3
12000,41.75,0.43,13.75,1.09,34.5,1.5
12250,41.5,0.5,13.5,1.5,33.75,1.3
12500,41.5,0.5,13.33,1.25,33.0,0.0
12750,41.5,0.5,16.25,1.3,33.0,0.0
13000,41.75,0.43,17.75,0.43,32.5,0.5
13250,41.75,0.43,16.0,0.71,33.0,0.0
13500,42.0,0.0,15.0,1.0,33.0,0.0
13750,42.0,0.0,13.5,1.12,33.0,0.0
14000,41.75,0.43,13.0,1.22,33.0,0.0
14250,41.75,0.43,13.25,1.09,33.0,0.0
14500,41.5,0.5,12.25,0.43,33.0,0.0
14750,41.67,0.47,13.0,1.0,33.0,0.0
15000,41.5,0.5,12.5,0.87,33.0,0.0
15250,41.5,0.5,14.5,0.5,32.75,0.43
15500,41.33,0.47,14.67,2.49,33.75,1.3
15750,41.5,0.5,17.5,1.5,33.0,0.0
16000,41.5,0.5,16.5,1.12,33.75,1.3
16250,41.75,0.43,15.25,1.09,33.0,0.0
16500,42.0,0.0,15.75,0.83,33.0,0.0
16750,41.75,0.43,15.75,0.43,33.0,0.0
17000,42.0,0.0,15.0,0.0,33.0,0.0
17250,41.75,0.43,15.33,0.47,33.0,0.0
17500,42.0,0.0,4.0,0.0,33.0,0.0
17750,41.75,0.43,9.5,1.8,33.0,0.0
18000,42.0,0.0,10.67,0.47,33.0,0.0
18250,41.5,0.5,13.0,1.0,33.75,1.3
18500,41.5,0.5,9.0,2.16,33.0,0.0
18750,41.75,0.43,13.5,0.87,33.0,0.0
19000,42.0,0.0,13.5,7.23,33.0,0.0
19250,41.75,0.43,10.0,3.08,33.0,0.0
19500,41.67,0.47,16.33,2.62,33.75,1.3
19750,42.0,0.0,13.5,0.87,33.0,0.0
20000,41.75,0.43,13.0,0.71,33.0,0.0
20250,42.0,0.0,9.25,2.68,33.0,0.0
20500,42.0,0.0,13.75,2.17,33.0,0.0
20750,42.0,0.0,18.0,1.22,33.75,1.3
21000,42.0,0.0,18.25,0.43,35.25,1.3
21250,42.0,0.0,18.0,0.0,36.0,0.0
21500,42.0,0.0,17.0,0.82,36.0,0.0
21750,42.0,0.0,16.0,0.71,33.75,1.3
22000,42.0,0.0,16.5,1.12,35.0,1.41
22250,42.0,0.0,15.75,0.83,33.75,1.3
22500,42.0,0.0,18.0,0.0,33.75,1.3
22750,42.0,0.0,18.0,0.0,34.75,1.09
23000,42.0,0.0,18.0,0.0,35.0,1.22
23250,42.0,0.0,18.0,0.0,34.5,1.5
23500,42.0,0.0,18.0,0.0,33.67,0.94
23750,42.0,0.0,19.5,0.5,35.25,1.3
24000,42.0,0.0,18.0,0.0,35.75,0.43
24250,42.0,0.0,18.0,0.0,35.0,1.41
24500,42.0,0.0,18.0,0.0,35.0,1.41
24750,42.0,0.0,18.0,0.0,35.25,1.3
25000,42.0,0.0,18.0,0.0,36.0,0.0
25250,42.0,0.0,18.75,0.83,35.25,1.3
25500,42.0,0.0,20.25,0.43,35.0,1.22
25750,42.0,0.0,20.25,0.43,34.25,1.3
26000,42.0,0.0,19.5,0.5,35.75,0.43
26250,42.0,0.0,18.75,0.43,35.0,1.22
26500,42.0,0.0,18.0,0.0,35.0,1.41
26750,42.0,0.0,18.0,0.0,34.0,1.41
27000,42.0,0.0,18.0,0.0,35.25,1.3
27250,42.0,0.0,18.0,0.0,35.25,1.3
27500,42.0,0.0,18.0,0.0,35.25,1.3
27750,42.0,0.0,17.75,0.43,36.0,0.0
28000,42.33,0.47,17.5,0.5,35.0,1.41
28250,42.0,0.0,17.67,0.47,36.0,0.0
28500,42.0,0.0,18.0,0.0,35.25,1.3
28750,42.0,0.0,18.0,0.0,34.5,1.5
29000,42.0,0.0,19.0,0.71,33.75,1.3
29250,42.0,0.0,20.0,0.0,33.75,1.3
29500,42.0,0.0,20.0,0.71,35.0,1.22
29750,42.0,0.0,19.0,0.0,33.67,0.94
30000,42.0,0.0,20.4,0.8,35.4,1.2
30250,42.0,0.0,21.0,0.0,36.0,0.0
30500,42.0,0.0,20.6,0.49,35.4,1.2
30750,42.0,0.0,19.33,0.47,34.0,1.41
31000,42.0,0.0,19.5,0.5,35.75,0.43
31250,42.0,0.0,19.75,0.43,35.0,1.41
31500,42.0,0.0,19.5,0.5,34.5,1.5
31750,42.0,0.0,20.5,0.5,33.75,1.3
32000,42.0,0.0,20.67,0.47,34.5,1.5
32250,42.0,0.0,20.25,0.43,34.5,1.5
32500,42.0,0.0,20.0,0.0,35.25,1.3
32750,42.0,0.0,19.75,0.43,33.75,1.3
33000,42.0,0.0,19.25,0.43,35.25,1.3
33250,42.0,0.0,19.0,0.0,36.0,0.0
33500,42.0,0.0,18.5,0.5,35.25,1.3
33750,42.0,0.0,18.75,0.43,35.25,1.3
34000,42.0,0.0,20.0,0.0,36.0,0.0
34250,42.0,0.0,20.33,0.47,35.33,0.94
34500,42.0,0.0,21.0,0.0,35.0,1.41
34750,42.0,0.0,21.0,0.0,35.0,1.22
35000,42.0,0.0,21.0,0.0,34.5,1.5
35250,42.0,0.0,21.0,0.0,35.25,1.3
35500,42.0,0.0,20.5,0.5,35.0,1.41
35750,42.0,0.0,21.0,0.0,36.0,0.0
36000,42.0,0.0,20.5,0.5,36.0,0.0
36250,42.0,0.0,20.25,0.43,34.75,1.3
36500,42.0,0.0,19.75,0.43,36.0,0.0
36750,42.0,0.0,19.5,0.5,35.25,1.3
37000,42.0,0.0,19.75,0.43,36.0,0.0
37250,42.0,0.0,19.5,0.5,35.25,1.3
37500,42.0,0.0,20.0,0.71,36.0,0.0
37750,42.0,0.0,20.0,0.0,36.0,0.0
38000,42.0,0.0,19.33,0.47,35.0,1.41
38250,42.0,0.0,21.0,0.0,33.0,0.0
38500,41.0,1.22,22.5,1.12,33.5,0.87
38750,39.0,0.82,24.0,0.0,33.0,0.0
39000,39.0,0.0,24.0,0.0,33.0,0.0
39250,39.0,0.0,24.0,0.0,33.0,0.0
39500,39.0,0.0,24.0,0.0,35.75,0.43
39750,38.75,0.43,24.0,0.0,35.25,1.3
40000,38.75,0.43,24.0,0.0,35.25,1.3
40250,38.5,0.5,24.0,0.0,33.75,1.3
40500,38.5,0.5,24.0,0.0,33.75,1.3
40750,38.0,1.0,24.0,0.0,33.0,0.0
41000,38.25,0.83,24.0,0.0,34.0,1.41
41250,38.5,0.5,24.0,0.0,34.0,1.41
41500,38.5,0.5,24.0,0.0,36.0,0.0
41750,38.67,0.47,24.0,0.0,35.0,1.41
42000,38.75,0.43,24.0,0.0,36.0,0.0
42250,38.5,0.5,24.75,0.43,35.25,1.3
42500,38.33,0.47,25.67,0.94,33.0,0.0
42750,38.75,0.43,24.0,0.0,33.75,1.3
43000,39.0,0.0,19.25,1.64,36.0,0.0
43250,39.0,0.0,17.75,0.43,35.25,1.3
43500,39.5,0.5,15.25,1.79,36.0,0.0
43750,41.25,0.43,15.0,0.71,36.0,0.0
44000,41.75,0.43,16.0,0.0,36.0,0.0
44250,41.25,0.83,14.75,0.43,36.0,0.0
44500,41.5,0.5,14.25,0.43,36.0,0.0
44750,41.25,0.83,15.5,0.5,35.25,0.83
45000,41.25,0.83,16.0,0.0,34.5,1.5
45250,41.0,1.0,16.0,0.0,35.25,1.3
45500,41.5,0.5,15.25,0.43,36.0,0.0
45750,41.25,0.83,16.0,0.0,36.0,0.0
46000,41.0,1.0,16.0,0.0,36.0,0.0
46250,40.5,0.5,16.0,0.0,36.0,0.0
46500,41.0,1.0,16.0,0.0,36.0,0.0
46750,40.67,0.47,16.0,0.0,36.0,0.0
47000,40.5,0.5,16.0,0.0,36.0,0.0
47250,40.75,0.83,16.25,0.43,36.0,0.0
47500,40.67,0.94,16.0,0.0,36.0,0.0
47750,40.5,0.5,16.0,0.0,36.0,0.0
48000,40.5,0.5,15.67,0.47,36.0,0.0
48250,40.5,0.5,16.0,0.0,36.0,0.0
48500,40.75,0.83,16.0,0.0,36.0,0.0
48750,41.0,1.0,17.0,0.0,36.0,0.0
49000,40.75,0.83,17.0,0.0,36.0,0.0
49250,40.75,0.83,17.0,0.0,36.0,0.0
49500,40.5,0.5,17.0,0.0,36.0,0.0
49750,40.5,0.5,16.75,0.43,36.0,0.0
50000,40.5,0.5,17.0,0.0,36.0,0.0
50250,40.5,0.5,16.33,0.47,36.0,0.0
50500,40.75,0.83,16.67,0.47,36.0,0.0
50750,40.5,0.5,17.0,0.0,36.0,0.0
51000,40.5,0.5,16.67,0.47,36.0,0.0
